X,Y,SRS,ImageURL
-122.29159117591666,45.49480661313889,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000015.jpg
-122.29158702011111,45.49480097158333,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000030.jpg
-122.29158966869444,45.49478359727778,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000045.jpg
-122.29159648055555,45.494765880416665,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000060.jpg
-122.29159323538889,45.494763644222225,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000075.jpg
-122.29156915783334,45.494750310861114,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000090.jpg
-122.29157115419444,45.49473725944445,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000105.jpg
-122.29161586391666,45.494724571666666,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000120.jpg
-122.29161419255556,45.49472099463889,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000135.jpg
-122.29162525733334,45.49471472413889,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000150.jpg
-122.29164412730556,45.494692781972226,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000165.jpg
-122.29161803702777,45.49468896488889,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000180.jpg
-122.29161269533333,45.49469180580556,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000195.jpg
-122.29159806102777,45.49469372619445,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000210.jpg
-122.29154731199999,45.49470016752778,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000225.jpg
-122.29153395008333,45.494687851222224,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000240.jpg
-122.29153662586111,45.494690114861115,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000255.jpg
-122.29154476783333,45.49468511561111,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000270.jpg
-122.29154756144445,45.494674301,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000285.jpg
-122.29155285611111,45.49466693605556,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000300.jpg
-122.29156002205555,45.49466628952778,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000315.jpg
-122.29157101913889,45.494655471,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000330.jpg
-122.29158543641667,45.49463966122222,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000345.jpg
-122.29161091588888,45.49463254416667,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000360.jpg
-122.29164218375,45.49464812997223,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000375.jpg
-122.29164887344444,45.494660365722225,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000390.jpg
-122.29166044583333,45.494686413833335,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000405.jpg
-122.291649843,45.494705457,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000420.jpg
-122.291637979,45.49471752675,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000435.jpg
-122.29161371241666,45.49473837908334,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000450.jpg
-122.29160010438889,45.49477065580556,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000465.jpg
-122.29158183324999,45.49480271805556,WGS1984,https://yahnjr.github.io/campingapp/models/oxbow5s/Image_000480.jpg
