X,Y,SRS,ImageURL
-122.89344403361112,43.29594310527778,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000165.jpg
-122.89337878611111,43.29591529194444,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000060.jpg
-122.89342024194445,43.29594310722222,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000120.jpg
-122.89337490805556,43.295941936388886,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000090.jpg
-122.89344312555556,43.29594494111111,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000150.jpg
-122.8934301988889,43.29594517277778,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000135.jpg
-122.89347335527779,43.295961371388884,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000180.jpg
-122.89350265944445,43.29593585805555,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000210.jpg
-122.89337101083333,43.29587318388889,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000015.jpg
-122.89335632250001,43.295891505,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000030.jpg
-122.89335803944445,43.295907336388886,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000045.jpg
-122.89335478722222,43.29593570472222,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000075.jpg
-122.89340068527778,43.29593289555555,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000105.jpg
-122.89348451944446,43.29592850222222,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000225.jpg
-122.89350031000001,43.29595326361111,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000195.jpg
-122.89346959027779,43.29591501527778,WGS1984,https://yahnjr.github.io/campingapp/models/susan22/Image_000240.jpg
